Date,AAPL,ABBV,ADBE,AGG,AMGN,AMZN,AVGO,BAC,BLK,BND,CMCSA,COST,CRM,CVX,DIS,GE,GOOGL,HD,IBM,IEF,INTC,ISRG,JPM,KO,LIN,MA,MCD,MDT,META,MRK,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,QCOM,SHY,T,TLT,TMO,TSLA,TXN,UNH,V,VZ,WMT,XOM
2014-01-03,-1.2953986506894513,0.3269917698932334,-0.15340979420981402,0.09495040634653412,-0.7753352628044688,-0.22343148949743677,0.11235311251228058,0.9580137735715039,0.2260080224268607,0.015925250893880846,-0.49402357821458825,-0.3879324886819237,0.18824916923919993,0.07755211336515781,-0.12858266297472487,-0.0325424714074067,-0.45405143732973485,-0.14719452279938738,0.3957502596086901,-0.16024861448881444,-0.037253887772843663,-0.9067592104353717,0.4228710084120853,-0.4580859546138132,0.05940133423794285,-0.27200981215867387,0.06314330582034686,1.2951656598171668,-0.14638893229960248,0.3251996174043289,-0.45413625312885214,-0.004185051223648357,-0.17390000457116855,-0.48284801082180523,-0.1887393106519038,0.11218648640525891,0.12815972235142553,-0.1281234048714949,-0.28171740421965835,-0.4331614704015094,-0.31458407504994773,-0.008742734786841594,0.2051044397414502,-0.1394430600649031,0.21472880595425803,0.3900976139797636,0.0022137892613500318,-1.0158289343918838,-0.27941670043354744,-0.1483487397997624
2014-01-06,0.2505379689180623,-2.231056570011512,-0.91925218864754,0.386358929409642,-0.5905409333589229,-0.37980074229335115,-0.37133797049147754,0.7555339784957131,-0.04638557237337971,0.2423074056556012,-0.08148302978555026,-0.6263546397683227,-0.7751494683502191,-0.15493371788164054,-0.2289296054812883,-0.3740326963502637,0.5956823129690041,-0.6774061766509101,-0.24231055638799556,0.663678139692429,-0.6263068607011121,-0.3782217991556168,0.3094600242548945,-0.4383822397767473,-0.13951545889332595,-0.3285498017363518,-0.6131441444689216,1.0152109563776093,1.952074924948817,-0.01884702450740007,-1.3114136983610651,-0.37423375340626125,-0.4528188750306583,0.3922827105573695,-0.2697527913608696,0.007163537993660005,0.05886238744372991,0.17484746122415687,-0.13466787180319187,0.0900293370777956,0.3180855377356273,0.43489460570355354,-0.03533906549314179,-0.5296929925488683,-0.5162770992111986,-0.7718539301507312,-0.42859084315122514,0.4635273422779788,-0.45576169115632165,0.0766964855974865
2014-01-07,-0.45485147318437413,0.08174962697413,0.6702523496488434,0.12393255128723688,1.6245531923037704,0.49420177558808487,0.3712907929986943,-0.5131938634424574,0.5042613332555536,0.35524578997303213,2.2166375836780667,-0.4048231279216933,0.576302827745281,0.4379852884422285,0.3933233600363094,0.05282169121491524,1.052277448962089,0.2782496471498249,1.3314755793789155,0.37231449959851254,0.2295022134771188,0.33592002713971425,-0.7155910104561047,0.23781139415925823,0.3650027982617497,0.7659622401418642,0.39391240112016224,0.7013365564309828,0.4938451737625297,0.5161597472924442,0.39502060339324696,-2.0475772966650005,0.01800805557230579,0.49330838295963275,0.5813368221208999,1.2148923012039228,0.42573824384286807,0.8081773158054374,0.31521895145465334,-0.03995140025448448,-0.02882657152866645,0.258546598276101,1.262542501465891,0.4184935753483033,-0.34546268199012825,1.8292391515999797,0.44738696126900174,1.0469638517962636,0.20643180326471597,0.7976729221424463
2014-01-08,0.29942643575214317,-0.18739579579415644,-0.10377081836437002,-0.9548939545735592,-0.3357418621981203,0.4275407628007686,0.613355105321927,0.22881495572979224,-0.04621908086735764,-1.0027585063291222,-0.1158545829364913,-1.2333903204371213,1.6029196740981355,-0.7793226151661147,-0.8692753366460263,-0.13568006583565925,0.08197956080548319,0.3006740677159746,-0.634583426721479,-1.2015900184792456,-0.3236623033735137,0.8434287187776702,0.5223232272041739,-1.0102186719386208,0.3307402765620069,-0.056584329623950894,-0.8466460593110676,1.1255711611901684,0.19287667924938875,-0.5091785305684736,-1.1150777516236876,0.1224680634982515,-0.31180668344700346,0.40009453725957805,-0.23622707717772182,-0.2833153073471341,0.46855651675689397,-1.3029665005826874,0.25181555394938376,-1.0880449830613514,-0.21801949808219492,-0.2966693555355158,0.9435959382844934,0.3283975827734136,0.7493449790489556,-0.783334810131244,0.16408571628404295,-0.477516502809327,-0.6332093691561492,-0.19785662445974417
2014-01-09,-0.7721351763830845,0.9641483053426643,0.11346994282696996,0.41617199261479854,1.623252808140878,-0.14742842251503044,-0.5280978849609487,0.7477001599569597,-0.1711086929544431,0.5445285490701998,0.139154656881202,2.806987563111643,-0.555137629363993,-0.012827646202258066,-0.2549481855001108,0.01860267176263503,-0.5883348455786278,-0.3314528695282442,-0.22254154311399943,0.6158294137116637,-0.2485821607438204,0.7790934709281021,-0.14191657858308399,-0.48807505158360787,-0.00012606870492839003,0.4290863133883494,-0.0022151816785392926,-1.7128070123126282,-0.7655217221719212,-0.43725298137809804,-0.4366854652044005,-0.4392630754142116,-0.024925260518216263,-1.378088716330343,-0.14059769076055464,-0.4401583291004379,-0.05565688110551087,0.16459313137821818,0.12271215103245522,0.22269812402058817,-1.4788365533441319,0.607248857156249,-0.06380736709062697,-0.7535372859700705,-0.34291166935352635,0.3265146715348181,-0.1309614039488012,-1.771750505356399,0.2271344717438879,-0.5718137385738176
2014-01-10,-0.4278657338593286,-0.40514554175789913,0.32034878407638284,1.5493861322307927,-0.5204444262268837,-0.4409632949926952,-0.0004476188759933418,-0.2018530123007384,-0.23781693792063333,1.4456953129859806,0.7766486841319203,-0.4746362898327503,0.506012472992545,-1.0109332107556326,0.37496789381208984,-0.4468597667559015,-0.03958646861426575,0.30833883625293684,-0.05262569255941061,2.0110815857514295,0.40283308801574147,4.078986714937509,-0.3033024085893489,0.8575929241986663,0.7506163410782104,-0.6522870704276502,0.23838513230463387,0.6651653883638691,0.49365997635323033,0.5037263832480061,0.7783237126544479,-0.5464403579044218,-0.14731562907079157,-0.1108710238511128,0.7054444697233427,0.6397204209155413,-0.5580109512174651,-0.16085344062788046,-0.04169025397864372,1.0087219910917677,0.161150017304566,1.2430033527298174,0.2181922026659123,-0.3891268987706288,0.029072101012383177,-1.1959302750917382,-0.267397509504518,0.437148864083257,-0.076367459928502,0.42635954194659076
2014-01-13,0.238383456423808,-0.8235465561103333,-0.8211800420027021,0.26846527281611343,-0.9052714000858587,-0.8509792900891943,-0.6273765225142729,-1.0680641707047516,-1.6117957147732505,0.3908222180086974,-1.6930933571721611,-2.0351611175944764,-0.6284201427821637,-0.7962432569703632,-1.672097028808668,-0.39877538731616285,-0.4009892373477014,-0.8781036184868013,-1.1422365376894958,0.6806095209384768,-0.07561513823016536,-3.358127625577411,-0.8340029175872946,-1.3499645636751267,-0.9318204798511803,-1.791711992338499,-0.8515060445474115,-0.8253343681066219,-1.528029711479584,4.636189591613784,-1.8098240509059702,0.45889795999842886,-1.2932768544417537,-0.888287821795244,-0.6018677090496327,-1.2108365474003087,-0.3547379355229276,-0.3460112485840988,-0.414560717681335,0.2221504886101335,-0.6892463346710932,0.5159803823723292,-0.8739656626322981,-1.3154228287290108,-1.20637607530532,-0.6912047194457933,-0.6920191758531098,-1.2941027929750741,-0.5673943200107037,-1.1476055995318464
2014-01-14,1.0480899697566202,0.8698045636983386,1.421201832446231,-0.4858815852159249,0.6967446408865905,0.7590065071714243,2.158965169477206,1.030251097692334,0.7348439945932757,-0.472095708176947,0.7754510090767562,0.8863645978035228,1.0200009447544822,0.13045996417438352,0.9273318897061124,0.41895370290109324,1.2894457038367841,-0.011196861203419279,0.6364856528443248,-0.9262994273904025,1.8721768138119859,3.243841734019461,0.009348152151899384,0.33141718882550913,0.5249815839735299,0.7962274102188744,0.28193221702250704,0.16958857677875544,1.3205869716594456,-0.20156583407262849,1.2689192373258025,0.08839223575180957,-0.03229617089431173,0.9946796536164302,0.70350170692912,-0.03481686589547892,1.0410187373333717,0.9010536381905381,0.0868672560008396,-0.30205328911903817,0.375304148313333,-0.4930217756685932,0.9601723211597691,4.138926198761537,1.436543043257032,0.015226130286549516,1.0490788297778308,0.0826226742298602,0.4341744168840428,0.32162702443488567
2014-01-15,1.0578822460924113,-0.6095799946251209,1.0126672494693518,-0.2831032395493105,0.4009173143604443,-0.24058422638413945,1.3186876333086095,1.1288261201509548,0.3878587102483453,-0.20933007831782963,1.4931960883803208,-0.05118073804054861,1.7007876970853157,-0.18753126837364475,-0.13944429281152787,0.6379044830114515,-0.07526590938859448,0.004979522744794019,0.6521259819107751,-0.23117834326721998,0.27447405126705354,-0.8877931037496515,1.7303003663739356,0.13100089581433533,0.5204541848335527,0.07828862264682657,0.15600986409472165,-0.10903921684277366,-0.1330501640186133,-0.7089219439712712,1.5276573238980684,-0.8276120580250735,0.16645818672117077,0.30128947283597535,0.28708523516826223,0.5083534499387635,0.396908640985196,-0.1169989544808192,0.6633034652655362,-0.4331614704015094,0.6476417103015224,-0.12001156557263858,0.3840231819240035,0.4656871536953942,0.2264949669566316,0.635921215815726,0.2779084323591011,2.1064791853231504,-0.3217899400671735,-0.20740400037716808
2014-01-16,-0.3663932973533506,0.4223314968256443,-0.08520266831034251,0.7039113149137786,0.2519236260791669,-0.047231515573376806,-1.307591182399304,-0.22841168542339027,0.8990563367325828,0.6536851128519395,-0.6502952979223651,-0.4956746076875891,-0.4219333975099808,-0.17008600203054147,-0.06100555633117212,-0.23836246969662087,0.33949875269490754,0.10963557481926531,0.3586636686611211,0.6579946392049434,-0.2561954224921445,0.15025291264136395,-0.5296006413290826,-0.13480610772805748,-0.22106961358403726,0.1111626736241287,0.4535017840930912,-0.2721304908220753,-0.3309746679422227,-0.062024740500461716,0.14915940340512043,0.10659888198957869,-0.4972288470649049,0.04055742093606892,-0.21738790401064206,-0.06608505567666285,-0.03279384984086503,-0.27915700857905673,0.1090950273453647,0.2222436223441117,0.3488232183291202,0.6975000426694764,0.2869813217525676,1.1298767279568056,-0.26176833153032697,-1.8132322766646627,-0.614827703426838,0.44753208097338737,-0.9173933731151621,0.08316665301666547
