sharpe,expected_return,expected_volatility,weight_REGN,weight_AJG,weight_CL,weight_MCD,weight_HPE,weight_VGSH,weight_CB,weight_FRT,weight_LQD,weight_QCOM,weight_TGT,weight_EQX,weight_TSLA,weight_CF,weight_RTX,weight_DLR,weight_IEF,weight_CDW,weight_DXC,weight_PLD,weight_SNPS,weight_BBY,weight_ODFL,weight_RHI,weight_ATO,weight_CAT,weight_SBUX,weight_ROP,weight_CAH,weight_DAL,weight_STX,weight_DG,weight_PWR,weight_PRU,weight_LLY,weight_AKAM,weight_CINF,weight_BR,weight_ADI,weight_ORCL,weight_DE,weight_LDOS,weight_COST,weight_EQR,weight_BAX,weight_IEX,weight_AFL,weight_RMD,weight_TMO,weight_AEP
1.3318832191834555,0.027620664666536295,0.020710947821123538,0.0,0.006883415451225958,0.0,0.004380393146236984,0.0,0.7792235334953992,1.8633111668285315e-14,0.0,4.2667031506675806e-14,0.0,0.0,7.124739995795514e-15,0.004389732633333105,7.56406108073579e-15,0.0,2.4525876130113072e-14,0.10506589627255847,0.010862621560035379,0.0,4.569337912308651e-15,0.01134027451695183,0.0,0.01422376632927396,0.0,5.1478226696672155e-14,4.2983165579889804e-14,0.0,1.7390121183916343e-14,0.0,0.0,0.0,2.7513284413435894e-15,0.00030501282379829587,0.0,0.039725425886621646,0.0,4.1680404619820167e-16,4.9849215544247495e-14,0.0,0.0,0.0011888827982547575,2.3805288839313575e-14,0.022411045086705227,0.0,0.0,1.3323461364159471e-14,2.0345510289400404e-14,5.7867320234439156e-15,1.0201872841782168e-14,4.636770639535702e-15
