sharpe,expected_return,expected_volatility,weight_AVGO,weight_IR,weight_NOW,weight_TSLA,weight_ATO,weight_HLT,weight_AJG,weight_BR,weight_CHRW,weight_PGR,weight_ADP,weight_NOC,weight_RMD,weight_MTB,weight_BRO,weight_FRT,weight_RCL,weight_EG,weight_SBUX,weight_STT,weight_EOG,weight_TMO,weight_MAA,weight_PFE,weight_SPGI,weight_SNPS,weight_SYF,weight_FMC,weight_TXN,weight_WM,weight_CSCO,weight_ALL,weight_EQR,weight_AKAM,weight_GEN,weight_MCD,weight_CINF,weight_ITOT,weight_AME,weight_ANET,weight_AGG,weight_ODFL,weight_META,weight_JNJ,weight_ABBV,weight_AFL,weight_ORCL,weight_BALL,weight_PSA,weight_C
0.7782489513395604,0.15890553825730114,0.1784847098325158,0.034238003604471684,0.02656538546779622,0.02559190308883649,0.0426303494635972,0.012051557056888587,0.03805027929075855,0.005921764335084366,0.0254922411592439,0.01724637298308778,0.03427615517963982,0.03704826486662043,0.023125588795064714,0.026757008992041045,0.01103355691641319,0.001630895846522726,0.013736548479777011,0.004497073636093172,0.00907829938633805,0.0017626322997263421,0.013632729798213514,0.0025570353330180854,0.042383448332991756,0.010063961171523342,0.03380521122142945,0.006293533746271223,0.04104632037377771,0.0073644375578242,0.000828550768146634,0.038204962654903536,0.009540924230788334,0.018442954073138822,0.03387710640173738,1.782836762653394e-05,0.031056215486663707,0.003583733369737733,0.0050109031796731615,0.041852348506002786,0.029427304811482695,0.0071016398713652385,0.041736589251926484,0.01629717317066876,0.036246816086387086,0.0231772057666324,0.006235572234716238,0.03803160980776164,0.012669743305832653,0.013467033288767156,0.011737496596190848,0.025244067179813576,0.008331663206986221
